shipment_id,warehouse_id,store_id,carrier_id,dispatch_date,expected_arrival_date,actual_arrival_date,distance_km,shipment_cost,shipment_status
SH008435,W03,ST19,CR01,2025-04-17,19/04/2025,2025-04-20,201.8,,Delayed
SH008436,W03,ST19,CR01,2025-04-19,"April 21, 2025","April 21, 2025",201.8,12359.06,On-time
SH008437,W02,ST19,CR02,2025-04-21,23/04/2025,23/04/2025,252.7,,On-time
SH008438,W03,ST19,CR04,"April 23, 2025","April 25, 2025",2025-04-28,125.4,9672.73,Delayed
SH008439,W03,ST19,CR04,24/04/2025,26/04/2025,"April 26, 2025",201.8,9910.09,On-time
SH008440,W01,ST19,CR02,"April 26, 2025",28/04/2025,01/05/2025,145.6,8840.45,Delayed
SH008441,W03,ST19,CR03,27/04/2025,"April 29, 2025",2025-04-29,201.8,8082.92,On-time
SH008442,W02,ST19,CR02,2025-04-29,01/05/2025,2025-05-01,252.7,10065.23,On-time
SH008443,W03,ST19,CR03,2025-05-01,2025-05-03,"May 3, 2025",201.8,8331.42,On-time
SH008444,W03,ST19,CR05,03/05/2025,2025-05-05,05/05/2025,201.8,8576.61,On-time
SH008445,W03,ST19,CR03,"May 5, 2025",07/05/2025,10/05/2025,201.8,8661.7,Delayed
SH008446,W03,ST19,CR03,2025-05-07,"May 9, 2025",2025-05-09,201.8,7887.56,On-time
SH008447,W03,ST19,CR03,09/05/2025,2025-05-11,11/05/2025,201.8,8952.89,On-time
SH008448,W03,ST19,CR03,10/05/2025,"May 12, 2025",2025-05-12,201.8,7755.13,On-time
SH008449,W03,ST19,CR01,12/05/2025,"May 14, 2025",14/05/2025,201.8,7829.21,On-time
SH008450,W03,ST19,CR05,2025-05-14,"May 16, 2025","May 16, 2025",201.8,10827.46,On-time
SH008451,W03,ST19,CR03,"May 16, 2025","May 18, 2025","May 18, 2025",201.8,8018.0,On-time
SH008452,W03,ST19,CR02,18/05/2025,20/05/2025,"May 20, 2025",201.8,11616.65,On-time
SH008453,W02,ST19,CR04,"May 21, 2025",23/05/2025,23/05/2025,252.7,12389.23,On-time
SH008454,W03,ST19,CR03,"May 22, 2025","May 24, 2025",2025-05-24,201.8,7706.3,On-time
SH008455,W03,ST19,CR05,"May 25, 2025","May 27, 2025",2025-05-27,201.8,7960.24,On-time
SH008456,W03,ST19,CR02,"May 27, 2025","May 29, 2025",2025-05-29,201.8,7223.07,On-time
SH008457,W02,ST19,CR03,"May 28, 2025","May 30, 2025",30/05/2025,157.1,10529.49,On-time
SH008458,W03,ST19,CR02,"May 30, 2025",01/06/2025,"June 4, 2025",201.8,8660.38,Delayed
SH008459,W03,ST19,CR02,01/06/2025,2025-06-03,"June 7, 2025",201.8,10062.16,Delayed
SH008460,W03,ST19,CR03,2025-06-03,2025-06-05,2025-06-06,201.8,10043.72,Delayed
SH008461,W03,ST19,CR02,05/06/2025,2025-06-07,"June 7, 2025",201.8,11708.81,On-time
SH008462,W03,ST19,CR03,2025-06-07,2025-06-09,09/06/2025,201.8,11816.79,On-time
SH008463,W03,ST19,CR05,"June 9, 2025","June 11, 2025",2025-06-13,125.4,8692.31,Delayed
SH008464,W03,ST19,CR03,12/06/2025,2025-06-14,2025-06-15,201.8,11696.09,Delayed
SH008465,W03,ST19,CR02,"June 13, 2025","June 15, 2025",15/06/2025,201.8,9992.84,On-time
SH008466,W03,ST19,CR02,"June 14, 2025",16/06/2025,2025-06-16,201.8,,On-time
SH008467,W03,ST19,CR04,17/06/2025,19/06/2025,2025-06-19,125.4,10235.53,On-time
SH008468,W03,ST19,CR03,"June 18, 2025","June 20, 2025",20/06/2025,201.8,7320.1,On-time
SH008469,W02,ST19,CR03,20/06/2025,22/06/2025,2025-06-23,252.7,10978.28,Delayed
SH008470,W03,ST19,CR04,2025-06-22,2025-06-24,"June 26, 2025",201.8,8424.87,Damaged
SH008471,W03,ST19,CR05,2025-06-24,26/06/2025,26/06/2025,201.8,11675.93,Lost
SH008472,W03,ST19,CR03,"June 27, 2025","June 29, 2025",29/06/2025,201.8,8957.32,On-time
SH008473,W03,ST19,CR02,2025-06-29,"July 1, 2025","July 1, 2025",201.8,10495.39,On-time
SH008474,W03,ST19,CR05,2025-07-01,03/07/2025,03/07/2025,201.8,10314.12,On-time
SH008475,W02,ST19,CR02,2025-07-03,"July 5, 2025",06/07/2025,252.7,12137.25,Delayed
SH008476,W03,ST19,CR02,05/07/2025,"July 7, 2025","July 9, 2025",201.8,10846.16,Delayed
SH008477,W01,ST19,CR01,08/07/2025,"July 10, 2025",10/07/2025,145.6,7279.65,On-time
SH008478,W03,ST19,CR03,"July 10, 2025","July 12, 2025","July 12, 2025",201.8,9345.42,On-time
SH008479,W03,ST19,CR03,11/07/2025,13/07/2025,13/07/2025,201.8,8406.43,On-time
SH008480,W03,ST19,CR05,13/07/2025,15/07/2025,15/07/2025,201.8,8642.46,Lost
SH008481,W03,ST19,CR02,2025-07-16,"July 18, 2025",2025-07-18,201.8,11018.05,On-time
SH008482,W03,ST19,CR03,19/07/2025,"July 21, 2025","July 21, 2025",125.4,11606.13,On-time
SH008483,W03,ST19,CR03,"July 22, 2025",24/07/2025,28/07/2025,201.8,8695.49,Delayed
SH008484,W03,ST19,CR04,"July 23, 2025",2025-07-25,25/07/2025,125.4,10229.64,On-time
SH008485,W02,ST19,CR04,25/07/2025,"July 27, 2025","July 27, 2025",252.7,11522.11,On-time
SH008486,W03,ST19,CR02,"July 28, 2025","July 30, 2025",2025-08-01,125.4,,Delayed
SH008487,W03,ST19,CR02,29/07/2025,31/07/2025,31/07/2025,201.8,11708.62,On-time
SH008488,W03,ST19,CR05,"July 30, 2025",01/08/2025,2025-08-01,125.4,8097.34,On-time
SH008489,W03,ST19,CR04,"August 2, 2025",2025-08-04,2025-08-04,201.8,9690.36,On-time
SH008490,W03,ST19,CR03,2025-08-04,2025-08-06,2025-08-06,201.8,9349.49,On-time
SH008491,W03,ST19,CR05,"August 5, 2025",2025-08-07,07/08/2025,201.8,9199.11,On-time
SH008492,W03,ST19,CR02,07/08/2025,09/08/2025,"August 13, 2025",201.8,7081.77,Delayed
SH008493,W03,ST19,CR05,"August 9, 2025",11/08/2025,2025-08-11,201.8,8725.93,On-time
SH008494,W03,ST19,CR03,10/08/2025,2025-08-12,12/08/2025,201.8,7404.82,On-time
SH008495,W03,ST19,CR01,2025-08-12,14/08/2025,2025-08-14,201.8,8595.39,On-time
SH008496,W03,ST19,CR05,2025-08-13,"August 15, 2025","August 15, 2025",201.8,10434.93,On-time
SH008497,W03,ST19,CR04,"August 16, 2025",2025-08-18,2025-08-18,201.8,9885.28,On-time
SH008498,W03,ST19,CR03,18/08/2025,20/08/2025,2025-08-24,201.8,7964.34,Delayed
SH008499,W03,ST19,CR04,2025-08-20,22/08/2025,"August 22, 2025",201.8,11653.5,On-time
SH008500,W03,ST19,CR05,2025-08-21,2025-08-23,"August 23, 2025",201.8,9757.95,On-time
SH008501,W03,ST19,CR05,"August 22, 2025",24/08/2025,2025-08-24,201.8,9771.67,On-time
SH008502,W03,ST19,CR03,"August 24, 2025",26/08/2025,"August 29, 2025",201.8,8965.05,Delayed
SH008503,W03,ST19,CR03,"August 27, 2025",2025-08-29,"August 29, 2025",201.8,7805.91,On-time
SH008504,W03,ST19,CR04,2025-08-29,"August 31, 2025",01/09/2025,201.8,11497.48,Delayed
SH008505,W03,ST19,CR03,"August 30, 2025","September 1, 2025",01/09/2025,201.8,9019.89,On-time
SH008506,W02,ST19,CR01,2025-09-01,2025-09-03,2025-09-03,252.7,12216.19,On-time
SH008507,W03,ST19,CR02,"September 3, 2025",05/09/2025,"September 5, 2025",201.8,10893.86,Damaged
SH008508,W03,ST19,CR04,05/09/2025,2025-09-07,2025-09-07,201.8,9648.7,On-time
SH008509,W03,ST19,CR02,08/09/2025,10/09/2025,"September 11, 2025",201.8,9183.35,Delayed
SH008510,W03,ST19,CR04,"September 11, 2025",13/09/2025,13/09/2025,201.8,9355.54,On-time
SH008511,W03,ST19,CR03,2025-09-12,"September 14, 2025","September 14, 2025",201.8,8239.05,On-time
SH008512,W03,ST19,CR02,15/09/2025,17/09/2025,"September 17, 2025",201.8,9796.12,On-time
SH008513,W03,ST19,CR03,17/09/2025,2025-09-19,19/09/2025,201.8,9652.75,On-time
SH008514,W03,ST19,CR05,20/09/2025,22/09/2025,22/09/2025,201.8,11710.74,Lost
SH008515,W03,ST19,CR03,22/09/2025,24/09/2025,24/09/2025,201.8,10876.01,On-time
SH008516,W03,ST19,CR04,"September 24, 2025",26/09/2025,2025-09-26,201.8,6961.63,On-time
SH008517,W03,ST19,CR02,"September 26, 2025","September 28, 2025",2025-09-29,201.8,7813.97,Delayed
SH008518,W03,ST19,CR04,"September 29, 2025","October 1, 2025",2025-10-01,201.8,8191.29,On-time
SH008519,W03,ST19,CR02,02/10/2025,"October 4, 2025","October 5, 2025",201.8,8221.44,Delayed
SH008520,W03,ST19,CR05,"October 4, 2025","October 6, 2025",06/10/2025,201.8,8546.78,On-time
SH008521,W03,ST19,CR05,"October 7, 2025","October 9, 2025",2025-10-09,201.8,10964.15,On-time
SH008522,W03,ST19,CR05,08/10/2025,2025-10-10,2025-10-10,201.8,10891.47,On-time
SH008523,W01,ST19,CR03,"October 11, 2025","October 13, 2025",2025-10-14,145.6,7715.27,Delayed
SH008524,W03,ST19,CR02,"October 13, 2025","October 15, 2025","October 15, 2025",201.8,8002.32,On-time
SH008525,W03,ST19,CR03,2025-10-14,2025-10-16,2025-10-16,201.8,9709.0,On-time
SH008526,W03,ST19,CR01,16/10/2025,2025-10-18,2025-10-22,201.8,11459.66,Delayed
SH008527,W03,ST19,CR03,"October 18, 2025",2025-10-20,20/10/2025,201.8,12594.88,On-time
SH008528,W03,ST19,CR02,"October 20, 2025","October 22, 2025",2025-10-22,201.8,9035.78,On-time
SH008529,W03,ST19,CR01,21/10/2025,2025-10-23,2025-10-23,201.8,,On-time
SH008530,W03,ST19,CR03,"October 23, 2025",2025-10-25,"October 25, 2025",201.8,9907.59,On-time
SH008531,W03,ST19,CR03,25/10/2025,2025-10-27,27/10/2025,201.8,10204.9,On-time
SH008532,W03,ST19,CR01,27/10/2025,29/10/2025,"October 29, 2025",201.8,10411.53,On-time
SH008533,W01,ST19,CR01,"October 28, 2025",30/10/2025,"November 1, 2025",90.5,7203.18,Delayed
SH008534,W03,ST19,CR02,30/10/2025,"November 1, 2025",2025-11-01,201.8,9397.01,On-time
SH008535,W03,ST19,CR03,"November 1, 2025",2025-11-03,"November 3, 2025",125.4,9104.14,On-time
SH008536,W03,ST19,CR01,03/11/2025,"November 5, 2025",2025-11-05,201.8,11325.63,On-time
SH008537,W03,ST19,CR03,"November 5, 2025",2025-11-07,2025-11-07,201.8,8112.77,On-time
SH008538,W03,ST19,CR01,07/11/2025,"November 9, 2025",09/11/2025,201.8,7117.53,On-time
SH008539,W03,ST19,CR05,2025-11-09,11/11/2025,2025-11-11,201.8,11939.22,On-time
SH008540,W03,ST19,CR01,11/11/2025,"November 13, 2025",13/11/2025,201.8,,On-time
SH008541,W03,ST19,CR01,13/11/2025,2025-11-15,"November 15, 2025",201.8,,On-time
SH008542,W03,ST19,CR03,2025-11-14,16/11/2025,2025-11-16,201.8,9741.96,On-time
SH008543,W03,ST19,CR03,16/11/2025,18/11/2025,"November 18, 2025",201.8,7475.38,On-time
SH008544,W03,ST19,CR03,2025-11-17,2025-11-19,2025-11-21,201.8,12113.55,Delayed
SH008545,W03,ST19,CR05,2025-11-20,"November 22, 2025",22/11/2025,201.8,7874.19,On-time
SH008546,W03,ST19,CR02,2025-11-22,"November 24, 2025",2025-11-24,201.8,10621.44,On-time
SH008547,W03,ST19,CR03,2025-11-23,2025-11-25,25/11/2025,201.8,10043.73,On-time
SH008548,W03,ST19,CR01,"November 25, 2025",2025-11-27,27/11/2025,201.8,8584.54,On-time
SH008549,W01,ST19,CR03,27/11/2025,29/11/2025,29/11/2025,90.5,8997.88,On-time
SH008550,W03,ST19,CR02,29/11/2025,"December 1, 2025",01/12/2025,201.8,9229.37,On-time
SH008551,W03,ST19,CR02,2025-12-02,"December 4, 2025","December 4, 2025",201.8,9364.26,On-time
SH008552,W02,ST19,CR01,04/12/2025,"December 6, 2025",2025-12-09,252.7,,Delayed
SH008553,W03,ST19,CR05,"December 6, 2025","December 8, 2025",08/12/2025,201.8,,On-time
SH008554,W03,ST19,CR02,08/12/2025,2025-12-10,10/12/2025,201.8,10665.41,On-time
SH008555,W03,ST19,CR05,2025-12-10,12/12/2025,2025-12-12,201.8,10247.31,On-time
SH008556,W03,ST19,CR01,"December 12, 2025",2025-12-14,2025-12-14,201.8,10903.44,On-time
SH008557,W03,ST19,CR04,"December 14, 2025","December 16, 2025",16/12/2025,201.8,11531.97,Lost
SH008558,W03,ST19,CR05,15/12/2025,17/12/2025,"December 17, 2025",201.8,12033.27,On-time
SH008559,W03,ST19,CR02,"December 17, 2025",2025-12-19,2025-12-19,201.8,9661.62,On-time
SH008560,W03,ST19,CR04,18/12/2025,2025-12-20,2025-12-20,201.8,11197.9,On-time
SH008561,W03,ST19,CR05,2025-12-19,2025-12-21,2025-12-21,125.4,8592.63,On-time
SH008562,W03,ST19,CR02,21/12/2025,2025-12-23,2025-12-23,201.8,,On-time
SH008563,W03,ST19,CR01,23/12/2025,2025-12-25,2025-12-25,201.8,8702.42,On-time
SH008564,W03,ST19,CR03,"December 24, 2025","December 26, 2025",26/12/2025,125.4,10986.15,On-time
SH008565,W02,ST19,CR03,2025-12-27,"December 29, 2025","December 29, 2025",252.7,12466.55,On-time
SH008566,W03,ST19,CR01,"December 29, 2025",2025-12-31,,201.8,,In-Transit
SH008567,W02,ST19,CR03,30/12/2025,2026-01-01,,252.7,14856.43,In-Transit
SH008568,W03,ST20,CR04,03/01/2024,2024-01-05,2024-01-07,367.7,17498.22,Delayed
SH008569,W02,ST20,CR02,"January 5, 2024",07/01/2024,2024-01-07,282.1,16989.21,On-time
SH008570,W02,ST20,CR01,2024-01-08,"January 10, 2024",10/01/2024,282.1,14419.29,On-time
SH008571,W02,ST20,CR03,10/01/2024,2024-01-12,"January 12, 2024",282.1,14310.61,On-time
SH008572,W02,ST20,CR04,11/01/2024,13/01/2024,"January 13, 2024",282.1,13203.23,Lost
SH008573,W02,ST20,CR05,13/01/2024,2024-01-15,15/01/2024,282.1,,On-time
SH008574,W02,ST20,CR05,"January 15, 2024","January 17, 2024","January 17, 2024",282.1,13467.33,Damaged
SH008575,W02,ST20,CR01,16/01/2024,2024-01-18,18/01/2024,282.1,15952.3,On-time
SH008576,W02,ST20,CR03,"January 17, 2024",2024-01-19,2024-01-19,282.1,9724.88,On-time
SH008577,W02,ST20,CR02,2024-01-18,20/01/2024,23/01/2024,282.1,16523.12,Delayed
SH008578,W02,ST20,CR03,2024-01-20,"January 22, 2024",25/01/2024,282.1,15656.17,Delayed
SH008579,W02,ST20,CR03,2024-01-21,"January 23, 2024",23/01/2024,282.1,13678.63,On-time
SH008580,W02,ST20,CR01,"January 23, 2024",2024-01-25,25/01/2024,282.1,11226.29,On-time
SH008581,W02,ST20,CR03,"January 25, 2024",2024-01-27,"January 27, 2024",282.1,12963.44,On-time
SH008582,W02,ST20,CR02,"January 27, 2024",2024-01-29,2024-01-29,282.1,13576.74,On-time
SH008583,W02,ST20,CR05,29/01/2024,2024-01-31,"January 31, 2024",282.1,13647.11,On-time
SH008584,W02,ST20,CR01,2024-02-01,2024-02-03,03/02/2024,282.1,11854.68,On-time
SH008585,W02,ST20,CR01,02/02/2024,04/02/2024,2024-02-04,282.1,12820.97,On-time
SH008586,W03,ST20,CR02,04/02/2024,2024-02-06,06/02/2024,367.7,21525.66,On-time
SH008587,W02,ST20,CR05,2024-02-05,"February 7, 2024",2024-02-07,282.1,15613.8,On-time
SH008588,W01,ST20,CR01,2024-02-07,"February 9, 2024",2024-02-13,202.2,11915.3,Delayed
SH008589,W02,ST20,CR02,"February 9, 2024",11/02/2024,"February 11, 2024",282.1,14882.01,On-time
SH008590,W02,ST20,CR03,"February 10, 2024",2024-02-12,"February 12, 2024",282.1,17365.23,On-time
SH008591,W02,ST20,CR01,"February 12, 2024",2024-02-14,"February 14, 2024",282.1,12103.79,On-time
SH008592,W02,ST20,CR03,"February 13, 2024",15/02/2024,"February 15, 2024",282.1,12131.15,On-time
SH008593,W03,ST20,CR03,2024-02-15,17/02/2024,"February 17, 2024",367.7,13879.6,On-time
SH008594,W02,ST20,CR01,2024-02-17,19/02/2024,19/02/2024,282.1,11216.64,On-time
SH008595,W02,ST20,CR02,"February 19, 2024",21/02/2024,"February 21, 2024",282.1,15790.1,On-time
SH008596,W02,ST20,CR02,21/02/2024,23/02/2024,2024-02-23,282.1,12636.2,On-time
SH008597,W02,ST20,CR03,23/02/2024,"February 25, 2024",2024-02-25,282.1,,On-time
SH008598,W02,ST20,CR03,"February 25, 2024",27/02/2024,2024-02-27,282.1,14396.73,On-time
SH008599,W02,ST20,CR01,2024-02-27,"February 29, 2024",2024-02-29,282.1,12352.14,On-time
SH008600,W02,ST20,CR03,29/02/2024,02/03/2024,2024-03-02,282.1,12911.59,On-time
SH008601,W02,ST20,CR02,2024-03-02,04/03/2024,"March 4, 2024",282.1,16667.82,On-time
SH008602,W02,ST20,CR02,2024-03-04,"March 6, 2024",06/03/2024,282.1,12589.79,On-time
SH008603,W01,ST20,CR03,06/03/2024,08/03/2024,"March 8, 2024",202.2,11949.63,On-time
SH008604,W01,ST20,CR02,"March 7, 2024",2024-03-09,2024-03-09,202.2,9990.25,Damaged
SH008605,W02,ST20,CR01,09/03/2024,11/03/2024,2024-03-12,282.1,12035.43,Delayed
SH008606,W02,ST20,CR02,2024-03-11,2024-03-13,"March 13, 2024",282.1,10467.19,On-time
SH008607,W02,ST20,CR01,"March 14, 2024",2024-03-16,"March 16, 2024",282.1,14078.49,On-time
SH008608,W02,ST20,CR01,16/03/2024,"March 18, 2024",18/03/2024,282.1,15761.69,On-time
SH008609,W02,ST20,CR03,2024-03-18,2024-03-20,2024-03-20,282.1,14025.11,On-time
SH008610,W02,ST20,CR03,"March 19, 2024",21/03/2024,"March 21, 2024",282.1,13222.07,On-time
SH008611,W02,ST20,CR02,"March 21, 2024","March 23, 2024",26/03/2024,282.1,16613.92,Delayed
SH008612,W03,ST20,CR03,"March 22, 2024",24/03/2024,2024-03-24,367.7,14928.14,On-time
SH008613,W02,ST20,CR02,24/03/2024,"March 26, 2024",2024-03-26,282.1,13338.52,On-time
SH008614,W02,ST20,CR03,"March 26, 2024",2024-03-28,"March 28, 2024",282.1,15595.36,On-time
SH008615,W02,ST20,CR01,2024-03-28,"March 30, 2024",2024-03-30,282.1,12460.74,On-time
SH008616,W02,ST20,CR01,2024-03-30,2024-04-01,"April 1, 2024",282.1,10676.79,On-time
SH008617,W02,ST20,CR04,01/04/2024,"April 3, 2024","April 3, 2024",282.1,14398.43,On-time
SH008618,W02,ST20,CR01,2024-04-03,05/04/2024,"April 8, 2024",175.3,17049.34,Delayed
SH008619,W02,ST20,CR04,2024-04-04,"April 6, 2024","April 8, 2024",282.1,11219.67,Delayed
SH008620,W02,ST20,CR03,"April 6, 2024",08/04/2024,2024-04-08,282.1,14295.63,On-time
SH008621,W02,ST20,CR02,2024-04-08,2024-04-10,2024-04-10,282.1,12686.65,On-time
SH008622,W02,ST20,CR03,"April 11, 2024",2024-04-13,2024-04-13,282.1,14066.12,On-time
SH008623,W02,ST20,CR02,2024-04-13,2024-04-15,2024-04-15,282.1,15780.15,On-time
SH008624,W02,ST20,CR05,2024-04-15,2024-04-17,17/04/2024,282.1,16138.17,On-time
SH008625,W01,ST20,CR01,17/04/2024,2024-04-19,2024-04-19,202.2,8275.14,On-time
SH008626,W02,ST20,CR03,19/04/2024,"April 21, 2024",21/04/2024,282.1,16397.5,On-time
SH008627,W02,ST20,CR02,"April 21, 2024",2024-04-23,23/04/2024,282.1,11337.87,On-time
SH008628,W02,ST20,CR01,24/04/2024,2024-04-26,26/04/2024,282.1,11429.36,On-time
SH008629,W02,ST20,CR05,2024-04-25,2024-04-27,"April 27, 2024",282.1,12482.43,On-time
SH008630,W02,ST20,CR05,27/04/2024,"April 29, 2024",2024-04-29,282.1,11246.62,On-time
SH008631,W02,ST20,CR02,2024-04-29,01/05/2024,"May 1, 2024",282.1,15580.29,On-time
SH008632,W02,ST20,CR05,"April 30, 2024","May 2, 2024",02/05/2024,282.1,16281.28,On-time
SH008633,W02,ST20,CR05,"May 2, 2024",04/05/2024,2024-05-04,282.1,,On-time
SH008634,W02,ST20,CR02,"May 3, 2024",05/05/2024,"May 5, 2024",282.1,11615.9,On-time
SH008635,W02,ST20,CR03,2024-05-05,2024-05-07,"May 7, 2024",282.1,15449.06,On-time
SH008636,W02,ST20,CR04,"May 7, 2024",2024-05-09,"May 9, 2024",282.1,10714.97,Damaged
SH008637,W02,ST20,CR02,2024-05-09,2024-05-11,2024-05-11,282.1,11720.36,On-time
SH008638,W02,ST20,CR01,11/05/2024,13/05/2024,"May 13, 2024",282.1,10331.08,On-time
SH008639,W02,ST20,CR02,13/05/2024,2024-05-15,15/05/2024,282.1,11703.46,On-time
SH008640,W02,ST20,CR02,15/05/2024,2024-05-17,17/05/2024,282.1,,On-time
SH008641,W02,ST20,CR03,"May 17, 2024",2024-05-19,19/05/2024,282.1,10177.68,On-time
SH008642,W02,ST20,CR02,2024-05-19,21/05/2024,"May 21, 2024",282.1,14610.33,On-time
SH008643,W02,ST20,CR02,20/05/2024,"May 22, 2024",2024-05-22,282.1,16344.97,On-time
SH008644,W02,ST20,CR03,"May 21, 2024","May 23, 2024",23/05/2024,282.1,14420.7,On-time
SH008645,W02,ST20,CR02,23/05/2024,2024-05-25,"May 25, 2024",282.1,10341.0,On-time
SH008646,W02,ST20,CR04,"May 25, 2024","May 27, 2024","May 27, 2024",282.1,,On-time
SH008647,W02,ST20,CR05,2024-05-27,2024-05-29,29/05/2024,282.1,11480.59,On-time
SH008648,W02,ST20,CR03,"May 28, 2024",30/05/2024,"May 30, 2024",282.1,15912.03,On-time
SH008649,W02,ST20,CR04,29/05/2024,2024-05-31,2024-05-31,282.1,10965.95,On-time
SH008650,W02,ST20,CR05,2024-05-30,01/06/2024,2024-06-01,282.1,16198.28,On-time
SH008651,W02,ST20,CR02,31/05/2024,"June 2, 2024","June 2, 2024",282.1,16853.91,On-time
SH008652,W02,ST20,CR01,2024-06-02,04/06/2024,"June 8, 2024",282.1,9311.15,Delayed
SH008653,W02,ST20,CR02,"June 4, 2024",06/06/2024,06/06/2024,282.1,11061.14,On-time
SH008654,W02,ST20,CR01,05/06/2024,"June 7, 2024",07/06/2024,282.1,15365.48,On-time
SH008655,W02,ST20,CR03,06/06/2024,08/06/2024,"June 8, 2024",282.1,11695.51,On-time
SH008656,W02,ST20,CR03,08/06/2024,2024-06-10,"June 10, 2024",282.1,10443.22,On-time
SH008657,W02,ST20,CR01,2024-06-10,12/06/2024,12/06/2024,282.1,12320.65,On-time
SH008658,W03,ST20,CR03,"June 12, 2024",14/06/2024,"June 17, 2024",367.7,17941.07,Delayed
SH008659,W02,ST20,CR04,15/06/2024,17/06/2024,2024-06-17,282.1,13095.13,On-time
SH008660,W02,ST20,CR03,2024-06-17,"June 19, 2024","June 23, 2024",282.1,15253.25,Delayed
SH008661,W01,ST20,CR05,19/06/2024,2024-06-21,2024-06-21,202.2,11913.69,On-time
SH008662,W02,ST20,CR03,2024-06-22,24/06/2024,2024-06-24,282.1,15559.0,On-time
SH008663,W02,ST20,CR03,"June 25, 2024","June 27, 2024",2024-06-28,282.1,15534.42,Delayed
SH008664,W02,ST20,CR05,2024-06-27,"June 29, 2024","June 29, 2024",282.1,12457.46,On-time
SH008665,W02,ST20,CR03,28/06/2024,2024-06-30,"July 3, 2024",282.1,15664.37,Delayed
SH008666,W01,ST20,CR05,"June 30, 2024","July 2, 2024","July 2, 2024",125.7,11102.35,On-time
SH008667,W02,ST20,CR04,2024-07-02,"July 4, 2024",2024-07-06,282.1,12103.09,Delayed
SH008668,W02,ST20,CR02,"July 3, 2024","July 5, 2024",05/07/2024,282.1,17119.97,On-time
SH008669,W02,ST20,CR05,"July 4, 2024",06/07/2024,2024-07-06,175.3,14136.7,On-time
SH008670,W02,ST20,CR01,2024-07-07,09/07/2024,2024-07-10,282.1,14491.25,Delayed
SH008671,W02,ST20,CR03,"July 8, 2024",10/07/2024,12/07/2024,282.1,12039.05,Delayed
SH008672,W02,ST20,CR04,09/07/2024,"July 11, 2024","July 11, 2024",282.1,15719.76,On-time
SH008673,W02,ST20,CR01,"July 11, 2024",2024-07-13,13/07/2024,175.3,12096.91,On-time
SH008674,W02,ST20,CR02,"July 13, 2024",15/07/2024,15/07/2024,175.3,14089.68,On-time
SH008675,W02,ST20,CR01,15/07/2024,2024-07-17,"July 17, 2024",282.1,16856.08,On-time
SH008676,W02,ST20,CR02,17/07/2024,2024-07-19,"July 19, 2024",282.1,15514.42,On-time
SH008677,W02,ST20,CR03,2024-07-20,22/07/2024,"July 22, 2024",282.1,10958.51,On-time
SH008678,W03,ST20,CR02,"July 22, 2024",24/07/2024,24/07/2024,228.5,12442.63,On-time
SH008679,W02,ST20,CR01,"July 24, 2024","July 26, 2024",2024-07-26,282.1,13695.55,On-time
SH008680,W02,ST20,CR02,2024-07-26,"July 28, 2024",30/07/2024,282.1,14536.1,Delayed
SH008681,W02,ST20,CR02,28/07/2024,"July 30, 2024","August 3, 2024",282.1,15696.03,Delayed
SH008682,W02,ST20,CR01,"July 30, 2024","August 1, 2024",03/08/2024,282.1,16755.71,Delayed
SH008683,W02,ST20,CR03,01/08/2024,"August 3, 2024","August 5, 2024",282.1,12531.06,Delayed
SH008684,W02,ST20,CR03,03/08/2024,"August 5, 2024","August 7, 2024",282.1,13849.79,Delayed
SH008685,W01,ST20,CR02,2024-08-05,"August 7, 2024",2024-08-07,202.2,10731.63,On-time
SH008686,W02,ST20,CR04,2024-08-07,09/08/2024,09/08/2024,282.1,11715.29,On-time
SH008687,W02,ST20,CR01,"August 9, 2024",11/08/2024,11/08/2024,282.1,11389.25,On-time
SH008688,W02,ST20,CR02,11/08/2024,13/08/2024,13/08/2024,282.1,11891.23,On-time
SH008689,W02,ST20,CR04,12/08/2024,"August 14, 2024",2024-08-14,282.1,13467.66,On-time
SH008690,W02,ST20,CR03,2024-08-14,16/08/2024,17/08/2024,282.1,,Delayed
SH008691,W02,ST20,CR03,2024-08-16,18/08/2024,"August 18, 2024",282.1,12510.96,On-time
SH008692,W02,ST20,CR03,2024-08-18,"August 20, 2024",2024-08-24,282.1,13498.71,Delayed
SH008693,W02,ST20,CR01,2024-08-20,"August 22, 2024","August 25, 2024",282.1,16131.77,Delayed
SH008694,W02,ST20,CR03,22/08/2024,"August 24, 2024","August 24, 2024",282.1,12179.47,On-time
SH008695,W02,ST20,CR04,2024-08-24,26/08/2024,30/08/2024,282.1,16617.76,Lost
SH008696,W02,ST20,CR01,2024-08-26,28/08/2024,"August 28, 2024",282.1,16412.01,On-time
SH008697,W02,ST20,CR01,"August 28, 2024",30/08/2024,03/09/2024,282.1,15581.26,Delayed
SH008698,W02,ST20,CR01,2024-08-30,2024-09-01,2024-09-01,175.3,13439.45,On-time
SH008699,W02,ST20,CR05,2024-08-31,"September 2, 2024","September 4, 2024",282.1,13615.25,Delayed
SH008700,W02,ST20,CR04,02/09/2024,"September 4, 2024",04/09/2024,175.3,12426.65,On-time
SH008701,W02,ST20,CR04,"September 4, 2024",2024-09-06,08/09/2024,282.1,12055.78,Delayed
SH008702,W02,ST20,CR01,"September 7, 2024","September 9, 2024","September 12, 2024",282.1,,Delayed
SH008703,W02,ST20,CR04,09/09/2024,2024-09-11,"September 13, 2024",282.1,13901.65,Delayed
