po_id,supplier_id,product_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,order_qty,unit_cost,qty_received,qty_rejected,rejection_reason,po_status
PO026042,S004,P168,W03,"August 5, 2024","August 11, 2024",2024-08-11,329,208.29,316,13.0,Damaged in transit,Delivered
PO026043,S004,P168,W03,"August 18, 2024",2024-08-24,2024-08-28,612,208.29,592,20.0,Quality defect,Delayed
PO026044,S004,P168,W03,27/08/2024,02/09/2024,"September 2, 2024",361,208.29,356,5.0,WRONG SPECIFICATION,Delivered
PO026045,S004,P168,W03,03/09/2024,09/09/2024,2024-09-09,235,208.29,229,6.0,Quality defect,Delivered
PO026046,S004,P168,W03,"September 11, 2024","September 17, 2024","September 17, 2024",310,208.29,301,9.0,Damaged in transit,Delivered
PO026047,S004,P168,W03,24/09/2024,2024-09-30,2024-10-01,498,208.29,487,,Damaged in transit,Delayed
PO026048,S004,P168,W03,"October 1, 2024","October 7, 2024",2024-10-08,519,208.29,495,24.0,Damaged in transit,Delayed
PO026049,S004,P168,W03,"October 9, 2024",2024-10-15,"October 16, 2024",468,208.29,457,11.0,Wrong specification,Delayed
PO026050,S004,P168,W03,22/10/2024,2024-10-28,"October 29, 2024",231,208.29,225,6.0,Quality defect,Delayed
PO026051,S004,P168,W03,2024-11-04,16/11/2024,"November 16, 2024",247,208.29,240,7.0,Wrong specification,Delivered
PO026052,S004,P168,W03,12/11/2024,2024-11-18,"November 18, 2024",409,208.29,401,8.0,Damaged in transit,Delivered
PO026053,S004,P168,W03,2024-11-24,"November 30, 2024",2024-12-05,271,208.29,271,0.0,,Delayed
PO026054,S004,P168,W03,"December 2, 2024",08/12/2024,2024-12-08,357,208.29,351,6.0,Damaged in transit,Delivered
PO026055,S004,P168,W03,12/12/2024,"December 18, 2024",2024-12-19,240,208.29,231,9.0,Damaged in transit,Delayed
PO026056,S004,P168,W03,"December 25, 2024",31/12/2024,"December 31, 2024",317,208.29,311,6.0,Damaged in transit,Delivered
PO026057,S004,P168,W03,05/01/2025,"January 11, 2025",2025-01-12,467,208.29,457,10.0,Quality defect,Delayed
PO026058,S004,P168,W03,2025-01-16,2025-01-22,22/01/2025,614,208.29,604,10.0,Expired/near-expiry,Delivered
PO026059,S004,P168,W03,2025-01-23,"January 29, 2025",29/01/2025,521,208.29,506,15.0,Quality defect,Delivered
PO026060,S004,P168,W03,2025-02-01,07/02/2025,07/02/2025,232,208.29,226,6.0,Quality defect,Delivered
PO026061,S004,P168,W03,13/02/2025,"February 19, 2025",2025-02-19,341,208.29,330,11.0,Quality defect,Delivered
PO026062,S004,P168,W03,2025-02-22,"February 28, 2025","February 28, 2025",231,208.29,229,2.0,Quality defect,Delivered
PO026063,S004,P168,W03,2025-03-07,13/03/2025,14/03/2025,359,208.29,346,13.0,Quality defect,Delayed
PO026064,S004,P168,W03,15/03/2025,21/03/2025,21/03/2025,284,208.29,279,5.0,Expired/near-expiry,Delivered
PO026065,S004,P168,W03,2025-03-22,28/03/2025,28/03/2025,428,208.29,413,15.0,QUALITY DEFECT,Delivered
PO026066,S004,P168,W03,2025-03-31,06/04/2025,06/04/2025,295,208.29,261,,Quality defect,Partial
PO026067,S004,P168,W03,"April 7, 2025",2025-04-13,2025-04-13,466,208.29,456,10.0,Damaged in transit,Delivered
PO026068,S004,P168,W03,14/04/2025,"April 20, 2025","April 20, 2025",454,208.29,442,12.0,Expired/near-expiry,Delivered
PO026069,S004,P168,W03,27/04/2025,"May 9, 2025",2025-05-09,208,208.29,203,5.0,Damaged in transit,Delivered
PO026070,S004,P168,W03,07/05/2025,2025-05-13,2025-05-13,282,208.29,277,5.0,Expired/near-expiry,Delivered
PO026071,S004,P168,W03,16/05/2025,2025-05-22,2025-05-22,406,208.29,398,8.0,Quality defect,Delivered
PO026072,S004,P168,W03,"May 29, 2025","June 4, 2025",2025-06-04,504,208.29,494,10.0,wrong specification,Delivered
PO026073,S004,P168,W03,"June 7, 2025",2025-06-13,2025-06-13,216,208.29,206,10.0,Quality defect,Delivered
PO026074,S004,P168,W03,2025-06-14,2025-06-20,"June 20, 2025",421,208.29,416,5.0,QUALITY DEFECT,Delivered
PO026075,S004,P168,W03,22/06/2025,2025-06-28,02/07/2025,416,208.29,408,8.0, Expired/near-expiry ,Delayed
PO026076,S004,P168,W03,03/07/2025,2025-07-09,2025-07-10,229,208.29,223,6.0,Quality defect,Delayed
PO026077,S004,P168,W03,2025-07-14,2025-07-20,2025-07-20,189,208.29,187,2.0,Expired/near-expiry,Delivered
PO026078,S004,P168,W03,"July 27, 2025",2025-08-02,"August 2, 2025",429,208.29,419,10.0,Damaged in transit,Delivered
PO026079,S004,P168,W03,"August 6, 2025","August 12, 2025","August 13, 2025",279,208.29,269,10.0,Damaged in transit,Delayed
PO026080,S004,P168,W03,"August 19, 2025",25/08/2025,2025-08-26,446,208.29,434,12.0,Quality defect,Delayed
PO026081,S004,P168,W03,31/08/2025,2025-09-06,"September 6, 2025",432,208.29,419,13.0,Damaged in transit,Delivered
PO026082,S004,P168,W03,2025-09-10,16/09/2025,20/09/2025,361,208.29,352,9.0,Damaged in transit,Delayed
PO026083,S004,P168,W03,2025-09-22,"September 28, 2025","September 28, 2025",398,208.29,387,11.0,Damaged in transit,Delivered
PO026084,S004,P168,W03,2025-10-02,2025-10-08,"October 13, 2025",399,208.29,387,12.0,Quality defect,Delayed
PO026085,S004,P168,W03,2025-10-15,2025-10-21,"October 21, 2025",368,208.29,357,11.0,Expired/near-expiry,Delivered
PO026086,S004,P168,W03,23/10/2025,"October 29, 2025","October 29, 2025",562,208.29,543,19.0,Quality defect,Delivered
PO026087,S004,P168,W03,"November 5, 2025",11/11/2025,2025-11-11,354,208.29,344,10.0,Damaged in transit,Delivered
PO026088,S004,P168,W03,2025-11-15,2025-11-28,28/11/2025,339,208.29,335,4.0,Damaged in transit,Delivered
PO026089,S004,P168,W03,26/11/2025,02/12/2025,02/12/2025,410,208.29,404,6.0,Quality defect,Delivered
PO026090,S004,P168,W03,09/12/2025,"December 15, 2025","December 15, 2025",409,208.29,396,13.0,Wrong specification,Delivered
PO026091,S004,P168,W03,"December 17, 2025","December 23, 2025","December 23, 2025",415,208.29,386,29.0,Quality defect,Partial
PO026092,S004,P168,W03,25/12/2025,2025-12-31,,384,208.29,0,0.0,Damaged in transit,Pending
PO026093,S041,P169,W01,03/01/2024,23/01/2024,24/01/2024,314,137.33,307,7.0,Quality defect,Delayed
PO026094,S041,P169,W01,"January 16, 2024","February 5, 2024",2024-02-05,509,137.33,497,12.0,Damaged in transit,Delivered
PO026095,S041,P169,W01,"January 29, 2024",2024-02-18,2024-02-18,483,137.33,474,9.0,Wrong specification,Delivered
PO026096,S041,P169,W01,10/02/2024,2024-03-01,2024-03-01,490,137.33,474,16.0,Quality defect,Delivered
PO026097,S041,P169,W01,"February 19, 2024","March 10, 2024",11/03/2024,310,137.33,295,15.0, Wrong specification ,Delayed
PO026098,S041,P169,W01,2024-03-02,2024-03-22,22/03/2024,591,137.33,580,11.0,Damaged in transit,Delivered
PO026099,S041,P169,W01,13/03/2024,02/04/2024,02/04/2024,307,137.33,301,6.0,Damaged in transit,Delivered
PO026100,S041,P169,W01,2024-03-25,"May 8, 2024",09/05/2024,316,137.33,311,5.0,Damaged in transit,Delayed
PO026101,S041,P169,W01,"April 7, 2024","April 27, 2024","April 28, 2024",474,137.33,461,13.0,Expired/near-expiry,Delayed
PO026102,S041,P169,W01,18/04/2024,2024-05-08,"May 8, 2024",238,137.33,229,9.0,Quality defect,Delivered
PO026103,S041,P169,W01,2024-04-27,2024-06-06,"June 7, 2024",247,137.33,243,4.0,Damaged in transit,Delayed
PO026104,S041,P169,W01,2024-05-09,"May 29, 2024",30/05/2024,391,137.33,383,8.0, Damaged in transit ,Delayed
PO026105,S041,P169,W01,2024-05-21,2024-06-10,10/06/2024,477,137.33,468,9.0,Wrong specification,Delivered
PO026106,S041,P169,W01,29/05/2024,2024-06-18,18/06/2024,416,137.33,401,,Quality defect,Delivered
PO026107,S041,P169,W01,2024-06-07,27/06/2024,"June 28, 2024",373,137.33,360,13.0,Wrong specification,Delayed
PO026108,S041,P169,W01,2024-06-17,07/07/2024,"July 7, 2024",633,137.33,616,17.0,Expired/near-expiry,Delivered
PO026109,S041,P169,W01,2024-06-28,2024-07-18,"July 18, 2024",337,137.33,305,32.0,Damaged in transit,Partial
PO026110,S041,P169,W01,2024-07-07,27/07/2024,2024-07-28,453,137.33,446,7.0,Quality defect,Delayed
PO026111,S041,P169,W01,"July 19, 2024",08/08/2024,"August 8, 2024",459,137.33,454,5.0,Damaged in transit,Delivered
PO026112,S041,P169,W01,"July 26, 2024","August 15, 2024",16/08/2024,418,137.33,408,10.0,Quality defect,Delayed
PO026113,S041,P169,W01,2024-08-06,"August 26, 2024",2024-08-27,288,137.33,282,6.0,Quality defect,Delayed
PO026114,S041,P169,W01,2024-08-15,2024-09-04,"September 4, 2024",330,137.33,319,11.0,Wrong specification,Delivered
PO026115,S041,P169,W01,2024-08-27,03/10/2024,2024-10-03,424,137.33,413,11.0,Quality defect,Delivered
PO026116,S041,P169,W01,"September 3, 2024",23/09/2024,"September 23, 2024",327,137.33,313,14.0,Quality defect,Delivered
PO026117,S041,P169,W01,16/09/2024,06/10/2024,2024-10-07,585,137.33,566,19.0,Wrong specification,Delayed
PO026118,S041,P169,W01,27/09/2024,17/10/2024,18/10/2024,443,137.33,434,9.0,Wrong specification,Delayed
PO026119,S041,P169,W01,"October 10, 2024",30/10/2024,2024-10-30,401,137.33,391,10.0,Damaged in transit,Delivered
PO026120,S041,P169,W01,18/10/2024,"November 7, 2024",08/11/2024,431,137.33,413,18.0,Quality defect,Delayed
PO026121,S041,P169,W01,2024-10-30,19/11/2024,2024-11-19,450,137.33,436,14.0,Damaged in transit,Delivered
PO026122,S041,P169,W01,"November 10, 2024",2024-11-30,"November 30, 2024",424,137.33,386,38.0,Quality defect,Partial
PO026123,S041,P169,W01,20/11/2024,2024-12-10,"December 10, 2024",295,137.33,292,3.0,Quality defect,Delivered
PO026124,S041,P169,W01,2024-11-27,17/12/2024,17/12/2024,438,137.33,424,14.0,Damaged in transit,Delivered
PO026125,S041,P169,W01,07/12/2024,2024-12-27,27/12/2024,376,137.33,363,13.0,Quality defect,Delivered
PO026126,S041,P169,W01,19/12/2024,"January 8, 2025",2025-01-08,358,137.33,348,10.0,Quality defect,Delivered
PO026127,S041,P169,W01,"December 31, 2024","January 20, 2025","January 21, 2025",343,137.33,336,7.0,Wrong specification,Delayed
PO026128,S041,P169,W01,"January 13, 2025",02/02/2025,"February 2, 2025",439,137.33,429,10.0,Damaged in transit,Delivered
PO026129,S041,P169,W01,2025-01-25,"February 25, 2025",25/02/2025,385,137.33,369,16.0,Quality defect,Delivered
PO026130,S041,P169,W01,03/02/2025,23/02/2025,2025-02-23,629,137.33,615,14.0,Expired/near-expiry,Delivered
PO026131,S041,P169,W01,2025-02-13,"March 5, 2025","March 6, 2025",458,137.33,445,13.0,Damaged in transit,Delayed
PO026132,S041,P169,W01,21/02/2025,2025-03-13,2025-03-13,353,137.33,336,17.0,Quality defect,Delivered
PO026133,S041,P169,W01,"March 6, 2025","March 26, 2025","March 26, 2025",392,137.33,380,12.0,Expired/near-expiry,Delivered
PO026134,S041,P169,W01,2025-03-17,2025-04-06,07/04/2025,484,137.33,471,13.0,Quality defect,Delayed
PO026135,S041,P169,W01,2025-03-24,2025-04-13,"April 14, 2025",340,137.33,327,13.0,Damaged in transit,Delayed
PO026136,S041,P169,W01,"April 4, 2025",2025-04-24,2025-04-24,407,137.33,396,11.0,Quality defect,Delivered
PO026137,S041,P169,W01,2025-04-13,"May 3, 2025",04/05/2025,347,137.33,336,11.0,DAMAGED IN TRANSIT,Delayed
PO026138,S041,P169,W01,22/04/2025,12/05/2025,12/05/2025,409,137.33,399,10.0,Damaged in transit,Delivered
PO026139,S041,P169,W01,"May 5, 2025","May 25, 2025","May 25, 2025",639,137.33,623,16.0,Wrong specification,Delivered
PO026140,S041,P169,W01,17/05/2025,"June 6, 2025","May 12, 2025",356,137.33,351,5.0,Quality defect,Delayed
PO026141,S041,P169,W01,2025-05-29,2025-06-29,30/06/2025,385,137.33,380,5.0,damaged in transit,Delayed
PO026142,S041,P169,W01,11/06/2025,"July 1, 2025",01/07/2025,353,137.33,339,14.0,Damaged in transit,Delivered
PO026143,S041,P169,W01,2025-06-20,"July 10, 2025",2025-07-11,627,137.33,609,18.0,Quality defect,Delayed
PO026144,S041,P169,W01,2025-07-03,2025-07-23,23/07/2025,360,137.33,354,6.0,Expired/near-expiry,Delivered
PO026145,S041,P169,W01,12/07/2025,01/08/2025,01/08/2025,674,137.33,657,17.0,Quality defect,Delivered
PO026146,S041,P169,W01,2025-07-21,2025-08-10,2025-08-10,415,137.33,403,,Damaged in transit,Delivered
PO026147,S041,P169,W01,03/08/2025,"August 23, 2025",23/08/2025,439,137.33,430,9.0,damaged in transit,Delivered
PO026148,S041,P169,W01,"August 14, 2025",2025-09-03,"September 3, 2025",129,137.33,126,3.0,Wrong specification,Delivered
PO026149,S041,P169,W01,2025-08-26,15/09/2025,15/09/2025,448,137.33,437,11.0,Quality defect,Delivered
PO026150,S041,P169,W01,04/09/2025,2025-09-24,"September 25, 2025",328,137.33,321,7.0,Damaged in transit,Delayed
PO026151,S041,P169,W01,2025-09-16,06/10/2025,"October 7, 2025",514,137.33,499,15.0,Quality defect,Delayed
PO026152,S041,P169,W01,"September 29, 2025",19/10/2025,"October 19, 2025",456,137.33,445,11.0,Wrong specification,Delivered
PO026153,S041,P169,W01,2025-10-09,29/10/2025,2025-10-29,118,137.33,117,1.0,Expired/near-expiry,Delivered
PO026154,S041,P169,W01,"October 18, 2025",2025-11-07,"November 7, 2025",373,137.33,361,12.0,Damaged in transit,Delivered
PO026155,S041,P169,W01,29/10/2025,18/11/2025,2025-11-18,362,137.33,356,6.0,Expired/near-expiry,Delivered
PO026156,S041,P169,W01,10/11/2025,2025-11-30,2025-12-01,414,137.33,402,12.0,Wrong specification,Delayed
PO026157,S041,P169,W01,2025-11-21,11/12/2025,11/12/2025,361,137.33,352,9.0,Wrong specification,Delivered
PO026158,S041,P169,W01,2025-11-29,"December 19, 2025",2025-12-19,440,137.33,430,10.0,Quality defect,Delivered
PO026159,S041,P169,W01,2025-12-11,"December 31, 2025",31/12/2025,309,137.33,299,10.0,Quality defect,Delivered
PO026160,S041,P169,W01,20/12/2025,09/01/2026,,350,137.33,0,0.0,Wrong specification,Pending
PO026161,S041,P169,W02,"January 12, 2024","February 1, 2024",2024-02-02,463,137.33,414,49.0,damaged in transit,Partial
PO026162,S041,P169,W02,23/01/2024,12/02/2024,2024-02-12,288,137.33,278,10.0,Quality defect,Delivered
PO026163,S041,P169,W02,"February 2, 2024",2024-02-22,2024-02-23,232,137.33,228,4.0,Quality defect,Delayed
PO026164,S041,P169,W02,"February 11, 2024",02/03/2024,02/03/2024,331,137.33,324,7.0,Quality defect,Delivered
PO026165,S041,P169,W02,2024-02-20,"March 11, 2024",12/03/2024,363,137.33,355,8.0,Damaged in transit,Delayed
PO026166,S041,P169,W02,2024-02-29,2024-03-20,2024-03-20,412,137.33,403,9.0,Damaged in transit,Delivered
PO026167,S041,P169,W02,"March 8, 2024",2024-03-28,"March 31, 2024",454,137.33,444,10.0,Expired/near-expiry,Delayed
PO026168,S041,P169,W02,20/03/2024,"April 9, 2024",09/04/2024,526,137.33,507,,Damaged in transit,Delivered
PO026169,S041,P169,W02,"March 30, 2024",2024-04-19,"April 19, 2024",371,137.33,358,13.0,Quality defect,Delivered
PO026170,S041,P169,W02,"April 6, 2024",2024-04-26,26/04/2024,520,137.33,503,17.0,Quality defect,Delivered
PO026171,S041,P169,W02,16/04/2024,"May 6, 2024",2024-05-06,401,137.33,344,57.0,Expired/near-expiry,Partial
PO026172,S041,P169,W02,2024-04-25,03/06/2024,04/06/2024,287,137.33,280,7.0,DAMAGED IN TRANSIT,Delayed
PO026173,S041,P169,W02,2024-05-07,2024-05-27,2024-05-27,481,137.33,470,11.0,Quality defect,Delivered
PO026174,S041,P169,W02,16/05/2024,05/06/2024,"June 6, 2024",194,137.33,188,6.0,Damaged in transit,Delayed
PO026175,S041,P169,W02,27/05/2024,"June 16, 2024",2024-06-16,467,137.33,452,15.0,Damaged in transit,Delivered
PO026176,S041,P169,W02,04/06/2024,24/06/2024,2024-06-24,661,137.33,642,19.0,Damaged in transit,Delivered
PO026177,S041,P169,W02,"June 16, 2024",06/07/2024,2024-07-07,394,137.33,383,11.0,Quality defect,Delayed
PO026178,S041,P169,W02,2024-06-28,18/07/2024,"July 18, 2024",390,137.33,354,36.0,Quality defect,Partial
PO026179,S041,P169,W02,10/07/2024,"July 30, 2024",2024-07-30,354,137.33,348,6.0,Quality defect,Delivered
PO026180,S041,P169,W02,2024-07-21,2024-08-29,2024-08-29,354,137.33,340,14.0,Damaged in transit,Delivered
PO026181,S041,P169,W02,2024-07-29,2024-08-18,"August 19, 2024",459,137.33,449,10.0,Quality defect,Delayed
PO026182,S041,P169,W02,10/08/2024,"August 30, 2024",31/08/2024,367,137.33,343,24.0,Damaged in transit,Partial
PO026183,S041,P169,W02,"August 18, 2024",2024-09-07,2024-09-07,537,137.33,518,,Wrong specification,Delivered
PO026184,S041,P169,W02,2024-08-25,"September 14, 2024",14/09/2024,575,137.33,553,22.0,Quality defect,Delivered
PO026185,S041,P169,W02,04/09/2024,2024-09-24,24/09/2024,232,137.33,230,2.0,Damaged in transit,Delivered
PO026186,S041,P169,W02,"September 14, 2024","October 4, 2024",04/10/2024,375,137.33,366,9.0,Quality defect,Delivered
PO026187,S041,P169,W02,"September 26, 2024",16/10/2024,2024-10-16,485,137.33,467,18.0,Damaged in transit,Delivered
PO026188,S041,P169,W02,"October 3, 2024",2024-10-23,23/10/2024,187,137.33,180,7.0,Quality defect,Delivered
PO026189,S041,P169,W02,13/10/2024,02/11/2024,"November 3, 2024",481,137.33,462,19.0,Damaged in transit,Delayed
PO026190,S999,P169,W02,2024-10-20,09/11/2024,"November 10, 2024",483,137.33,473,10.0, Damaged in transit ,Delayed
PO026191,S041,P169,W02,2024-10-30,"November 19, 2024","November 20, 2024",469,137.33,461,8.0,Damaged in transit,Delayed
PO026192,S041,P169,W02,2024-11-09,29/11/2024,03/12/2024,414,137.33,399,15.0,QUALITY DEFECT,Delayed
PO026193,S041,P169,W02,22/11/2024,12/12/2024,2024-12-12,283,137.33,278,5.0,quality defect,Delivered
PO026194,S041,P169,W02,2024-12-01,"December 21, 2024",22/12/2024,719,137.33,695,24.0,Damaged in transit,Delayed
PO026195,S041,P169,W02,"December 13, 2024",2025-01-02,02/01/2025,534,137.33,517,17.0,Expired/near-expiry,Delivered
PO026196,S041,P169,W02,"December 25, 2024","January 14, 2025",15/01/2025,330,137.33,322,8.0,Quality defect,Delayed
PO026197,S041,P169,W02,07/01/2025,"January 27, 2025","January 28, 2025",610,137.33,593,17.0,Expired/near-expiry,Delayed
PO026198,S041,P169,W02,"January 14, 2025",2025-02-03,04/02/2025,389,137.33,377,12.0,Quality defect,Delayed
PO026199,S041,P169,W02,"January 26, 2025",2025-02-15,"February 16, 2025",424,137.33,414,10.0,Quality defect,Delayed
PO026200,S041,P169,W02,2025-02-02,"February 22, 2025","February 22, 2025",324,137.33,317,7.0,Expired/near-expiry,Delivered
PO026201,S041,P169,W02,2025-02-12,"March 4, 2025",04/03/2025,400,137.33,387,13.0,Quality defect,Delivered
PO026202,S041,P169,W02,2025-02-23,"March 30, 2025",30/03/2025,313,137.33,299,14.0,Expired/near-expiry,Delivered
PO026203,S041,P169,W02,"March 4, 2025",24/03/2025,25/03/2025,518,137.33,484,,Quality defect,Partial
PO026204,S041,P169,W02,2025-03-14,2025-04-03,2025-04-03,511,137.33,497,14.0,Wrong specification,Delivered
PO026205,S041,P169,W02,2025-03-24,"April 13, 2025",14/04/2025,344,137.33,332,12.0,Damaged in transit,Delayed
PO026206,S041,P169,W02,2025-03-31,"April 20, 2025",21/04/2025,488,137.33,477,11.0,Quality defect,Delayed
PO026207,S041,P169,W02,10/04/2025,"April 30, 2025",2025-05-01,547,137.33,525,22.0,Damaged in transit,Delayed
PO026208,S041,P169,W02,"April 22, 2025","May 12, 2025","May 12, 2025",264,137.33,253,,Quality defect,Delivered
PO026209,S041,P169,W02,02/05/2025,2025-05-22,"May 22, 2025",596,137.33,575,21.0,Damaged in transit,Delivered
PO026210,S041,P169,W02,10/05/2025,"May 30, 2025","May 30, 2025",308,137.33,305,3.0,Damaged in transit,Delivered
PO026211,S041,P169,W02,"May 19, 2025",08/06/2025,09/06/2025,357,137.33,351,,Wrong specification,Delayed
PO026212,S041,P169,W02,31/05/2025,"June 20, 2025","June 20, 2025",329,137.33,316,13.0,Quality defect,Delivered
PO026213,S041,P169,W02,2025-06-11,01/07/2025,2025-07-02,457,137.33,446,11.0,Damaged in transit,Delayed
PO026214,S041,P169,W02,2025-06-22,12/07/2025,"July 12, 2025",201,137.33,198,3.0,Damaged in transit,Delivered
PO026215,S041,P169,W02,2025-07-01,21/07/2025,21/07/2025,505,137.33,493,12.0,Quality defect,Delivered
PO026216,S041,P169,W02,2025-07-14,2025-08-03,"August 4, 2025",529,137.33,513,16.0,Quality defect,Delayed
PO026217,S041,P169,W02,24/07/2025,13/08/2025,"August 14, 2025",318,137.33,299,19.0,quality defect,Partial
PO026218,S041,P169,W02,2025-08-04,24/08/2025,24/08/2025,246,137.33,240,6.0, Wrong specification ,Delivered
PO026219,S041,P169,W02,2025-08-14,"September 3, 2025",03/09/2025,402,137.33,392,10.0,Quality defect,Delivered
PO026220,S041,P169,W02,"August 24, 2025",13/09/2025,2025-09-13,551,137.33,532,19.0,DAMAGED IN TRANSIT,Delivered
PO026221,S041,P169,W02,"September 5, 2025",25/09/2025,2025-09-26,328,137.33,315,13.0,Damaged in transit,Delayed
PO026222,S041,P169,W02,16/09/2025,"October 6, 2025","October 7, 2025",226,137.33,222,4.0,Quality defect,Delayed
PO026223,S041,P169,W02,23/09/2025,"October 13, 2025",14/10/2025,396,137.33,388,,Wrong specification,Delayed
PO026224,S041,P169,W02,"September 30, 2025",20/10/2025,20/10/2025,531,137.33,517,14.0,Quality defect,Delivered
PO026225,S041,P169,W02,08/10/2025,2025-11-11,12/11/2025,386,137.33,379,7.0,Quality defect,Delayed
PO026226,S041,P169,W02,"October 20, 2025",09/11/2025,"November 9, 2025",307,137.33,295,12.0,QUALITY DEFECT,Delivered
PO026227,S041,P169,W02,2025-11-01,"November 21, 2025",21/11/2025,166,137.33,164,2.0,Damaged in transit,Delivered
PO026228,S041,P169,W02,"November 14, 2025",2025-12-04,04/12/2025,271,137.33,263,8.0,Wrong specification,Delivered
PO026229,S041,P169,W02,2025-11-27,2026-01-02,,354,137.33,0,0.0,Damaged in transit,Pending
PO026230,S041,P169,W02,"December 10, 2025",30/12/2025,2025-12-30,452,137.33,441,11.0,Damaged in transit,Delivered
PO026231,S041,P169,W02,19/12/2025,08/01/2026,,509,137.33,0,,Expired/near-expiry,Pending
PO026232,S041,P169,W03,"January 13, 2024",2024-02-02,"February 2, 2024",503,137.33,496,7.0,Quality defect,Delivered
PO026233,S041,P169,W03,21/01/2024,10/02/2024,10/02/2024,464,137.33,448,16.0,Damaged in transit,Delivered
PO026234,S041,P169,W03,2024-02-01,"February 21, 2024",22/02/2024,512,137.33,498,14.0,Damaged in transit,Delayed
PO026235,S041,P169,W03,08/02/2024,2024-02-28,"February 28, 2024",329,137.33,316,,Quality defect,Delivered
PO026236,S041,P169,W03,18/02/2024,09/03/2024,2024-03-09,579,137.33,571,8.0,Quality defect,Delivered
PO026237,S041,P169,W03,25/02/2024,2024-03-16,17/03/2024,470,137.33,457,13.0,Quality defect,Delayed
PO026238,S041,P169,W03,2024-03-08,2024-03-28,29/03/2024,500,137.33,484,16.0,Damaged in transit,Delayed
PO026239,S041,P169,W03,2024-03-20,2024-04-09,2024-04-09,330,137.33,317,13.0,Wrong specification,Delivered
PO026240,S041,P169,W03,2024-03-31,2024-04-20,"April 21, 2024",398,137.33,364,,Damaged in transit,Partial
PO026241,S041,P169,W03,08/04/2024,28/04/2024,"April 28, 2024",468,137.33,456,12.0,damaged in transit,Delivered
PO026242,S041,P169,W03,2024-04-17,"May 7, 2024",08/05/2024,362,137.33,348,14.0,Damaged in transit,Delayed
PO026243,S041,P169,W03,2024-04-29,2024-05-19,19/05/2024,237,137.33,230,7.0,Quality defect,Delivered
PO026244,S041,P169,W03,12/05/2024,2024-06-01,2024-06-01,421,137.33,411,10.0,Damaged in transit,Delivered
PO026245,S041,P169,W03,21/05/2024,"June 10, 2024","June 10, 2024",561,137.33,542,19.0,Quality defect,Delivered
PO026246,S041,P169,W03,2024-06-02,22/06/2024,22/06/2024,264,137.33,258,6.0,Expired/near-expiry,Delivered
PO026247,S041,P169,W03,"June 14, 2024",04/07/2024,2024-07-04,321,137.33,313,8.0,Quality defect,Delivered
PO026248,S041,P169,W03,25/06/2024,"July 15, 2024",2024-07-15,304,137.33,295,,Expired/near-expiry,Delivered
PO026249,S041,P169,W03,"July 3, 2024",2024-08-14,15/08/2024,185,137.33,157,28.0,Damaged in transit,Partial
PO026250,S041,P169,W03,"July 10, 2024",2024-07-30,01/08/2024,641,137.33,626,15.0,Damaged in transit,Delayed
PO026251,S041,P169,W03,20/07/2024,"August 9, 2024",10/08/2024,165,137.33,162,3.0,Quality defect,Delayed
PO026252,S041,P169,W03,"July 29, 2024","August 18, 2024",19/08/2024,300,137.33,292,,Quality defect,Delayed
PO026253,S041,P169,W03,"August 8, 2024","August 28, 2024","August 28, 2024",346,137.33,303,43.0,Damaged in transit,Partial
PO026254,S041,P169,W03,"August 15, 2024","September 4, 2024",07/09/2024,550,137.33,533,,Wrong specification,Delayed
PO026255,S041,P169,W03,24/08/2024,2024-09-13,13/09/2024,50,137.33,49,,Wrong specification,Delivered
PO026256,S041,P169,W03,2024-09-03,2024-09-23,24/09/2024,327,137.33,320,7.0,Quality defect,Delayed
PO026257,S041,P169,W03,2024-09-16,2024-10-06,"October 7, 2024",489,137.33,480,9.0,Expired/near-expiry,Delayed
PO026258,S041,P169,W03,"September 28, 2024","October 18, 2024",2024-10-18,164,137.33,160,4.0,Quality defect,Delivered
PO026259,S041,P169,W03,"October 8, 2024",28/10/2024,"October 29, 2024",497,137.33,483,14.0,Quality defect,Delayed
PO026260,S041,P169,W03,2024-10-16,2024-11-05,2024-11-05,301,137.33,291,10.0,QUALITY DEFECT,Delivered
PO026261,S041,P169,W03,25/10/2024,2024-11-14,2024-11-14,548,137.33,532,16.0,Damaged in transit,Delivered
PO026262,S041,P169,W03,02/11/2024,2024-11-22,2024-11-22,389,137.33,383,6.0,Quality defect,Delivered
PO026263,S041,P169,W03,2024-11-09,"November 29, 2024",2024-11-29,397,137.33,389,8.0,expired/near-expiry,Delivered
PO026264,S041,P169,W03,2024-11-18,08/12/2024,"December 8, 2024",611,137.33,595,16.0,Quality defect,Delivered
PO026265,S041,P169,W03,2024-11-26,16/12/2024,2024-12-16,641,137.33,626,15.0,Expired/near-expiry,Delivered
PO026266,S041,P169,W03,2024-12-09,"December 29, 2024",2024-12-29,602,137.33,582,20.0,Quality defect,Delivered
PO026267,S041,P169,W03,"December 21, 2024",10/01/2025,11/01/2025,376,137.33,369,7.0, Quality defect ,Delayed
PO026268,S041,P169,W03,03/01/2025,2025-01-23,26/01/2025,455,137.33,445,10.0,Quality defect,Delayed
PO026269,S041,P169,W03,"January 15, 2025",04/02/2025,04/02/2025,311,137.33,309,2.0,Expired/near-expiry,Delivered
PO026270,S041,P169,W03,22/01/2025,2025-02-11,2025-02-11,431,137.33,422,9.0,DAMAGED IN TRANSIT,Delivered
